Gen	theta_7OLMXRB	theta_8LMXRB	theta_9LM	theta_10XRB	theta_11RB	tau_7OLMXRB	tau_8LMXRB	tau_9LM	tau_10XRB	tau_11RB	lnL
475950	0.010328	0.0006007	0.0033369	0.00070925	0.0020053	0.0011843	0.00074871	4.966e-05	0.00050037	0.00010816	-15982461.108
475980	0.010439	0.00059689	0.0032856	0.00070515	0.0023675	0.0011915	0.00075685	4.977e-05	0.00050552	9.164e-05	-15982499.932
476010	0.010384	0.00059842	0.0032241	0.00071018	0.0019337	0.0011899	0.00075121	4.9648e-05	0.00049948	0.00011428	-15982209.991
476040	0.010506	0.00061086	0.0032689	0.00072568	0.0016935	0.0011977	0.00074586	4.9964e-05	0.00049542	0.00012759	-15982191.719
476070	0.010371	0.00060943	0.0033757	0.00072951	0.001751	0.0011898	0.0007427	4.9799e-05	0.00048958	0.00012995	-15981944.945
476100	0.0104	0.00059797	0.003095	0.00073331	0.0018115	0.0011783	0.00074457	5.1177e-05	0.00048977	0.0001387	-15982169.866
476130	0.010356	0.00059755	0.0031867	0.00073331	0.0016287	0.0011795	0.0007433	5.0293e-05	0.00048859	0.0001653	-15982238.867
476160	0.010278	0.00058336	0.0033282	0.00070237	0.0017046	0.0011741	0.00075055	4.9934e-05	0.00050286	0.00015764	-15981727.004
476190	0.010306	0.00058328	0.0032689	0.00070577	0.0017405	0.0011773	0.00075164	4.9411e-05	0.0005011	0.00015559	-15981433.988
476220	0.010391	0.00058468	0.0032219	0.00070776	0.001644	0.0011803	0.00075874	4.9703e-05	0.00050562	0.00015785	-15981994.516
476250	0.010312	0.00058292	0.0031718	0.00071509	0.0018988	0.0011709	0.00074626	4.8006e-05	0.00049947	0.00014661	-15981634.078
476280	0.010293	0.00058006	0.0031954	0.00072922	0.0017594	0.001177	0.00075665	4.912e-05	0.00049419	0.00014805	-15982091.341
476310	0.010324	0.00059029	0.0033527	0.00070158	0.001798	0.0011911	0.00076051	4.9469e-05	0.00050997	0.00014929	-15982597.155
476340	0.010401	0.00057952	0.0033274	0.00069004	0.0017642	0.0011822	0.0007568	4.8198e-05	0.00050655	0.00014673	-15982072.107
476370	0.010336	0.00058045	0.0033423	0.00070199	0.0019235	0.0011837	0.00076056	4.7394e-05	0.00050121	0.00015306	-15982285.111
476400	0.010432	0.00058859	0.003304	0.00071602	0.0015928	0.001187	0.00075683	4.7608e-05	0.00049584	0.00017273	-15982191.346
476430	0.010413	0.000583	0.0032155	0.00069739	0.0015201	0.0011875	0.00076035	4.7492e-05	0.00050659	0.00016867	-15982254.411
476460	0.010357	0.00058733	0.0033002	0.00070866	0.0015452	0.0011908	0.00076179	4.7713e-05	0.00050319	0.00017365	-15982107.166
476490	0.010463	0.00059656	0.003289	0.00077794	0.0014106	0.0011915	0.0007526	4.8187e-05	0.00048864	0.00018671	-15982297.677
476520	0.0104	0.00059464	0.003418	0.00077053	0.0012961	0.0011824	0.00074469	4.7152e-05	0.00048658	0.0002029	-15981906.817
476550	0.010427	0.00058951	0.0032784	0.00080065	0.0015144	0.0011872	0.00075785	4.9593e-05	0.00048255	0.00017451	-15981849.289
476580	0.010346	0.00059596	0.0032868	0.00081608	0.0014215	0.0011921	0.00075756	4.9854e-05	0.00047842	0.00017497	-15982243.046
476610	0.010354	0.0006027	0.0032688	0.00079516	0.0016698	0.0012001	0.00076107	4.7376e-05	0.00049017	0.00016596	-15982147.436
476640	0.010356	0.00058772	0.0033243	0.00076257	0.0016519	0.0011853	0.00075735	4.5448e-05	0.00049599	0.00016834	-15982493.269
476670	0.010392	0.00059202	0.003221	0.00079073	0.0016082	0.0011851	0.00075075	4.5823e-05	0.00047762	0.00015973	-15982257.620
476700	0.010328	0.00058123	0.0030507	0.00075966	0.0016044	0.0011866	0.00076193	4.7066e-05	0.00049536	0.00014722	-15982113.304
476730	0.010321	0.00057438	0.0033133	0.00078484	0.0014917	0.0011843	0.0007672	4.4559e-05	0.00048985	0.00014625	-15982185.804
476760	0.010404	0.00058355	0.0033032	0.00078407	0.0017891	0.0011886	0.00076386	4.5751e-05	0.000496	0.00012663	-15982034.317
476790	0.01039	0.00056941	0.0034412	0.00076426	0.0018634	0.001174	0.00076373	4.5189e-05	0.00049906	0.00012402	-15981964.331
476820	0.01043	0.00057932	0.0032634	0.00081108	0.001998	0.0011797	0.00075719	4.579e-05	0.00048545	0.00011631	-15982071.162
476850	0.010416	0.00057713	0.0032057	0.00081801	0.0017144	0.0011844	0.00076656	4.5494e-05	0.0004753	0.00011674	-15982215.392
476880	0.010314	0.00057898	0.0032312	0.00084257	0.0018533	0.0011859	0.00076323	4.745e-05	0.00046091	0.00012658	-15981999.964
476910	0.010342	0.00058222	0.0034734	0.00083554	0.0017519	0.0011923	0.00076793	4.6017e-05	0.00046142	0.00013595	-15982313.376
476940	0.010397	0.00058903	0.0032204	0.00083534	0.00165	0.0011973	0.00076675	4.625e-05	0.00045747	0.00013731	-15982185.152
476970	0.010407	0.00060483	0.0032575	0.0008195	0.0018049	0.001199	0.00075272	4.5392e-05	0.00046294	0.00013693	-15981712.251
477000	0.010411	0.00059363	0.0035415	0.00080277	0.0017968	0.0011881	0.00075129	4.4927e-05	0.00046501	0.00012352	-15982339.181
477030	0.010409	0.00060246	0.0035063	0.00081802	0.0019126	0.0012025	0.00076253	4.5597e-05	0.00047006	0.00013492	-15982282.571
477060	0.010313	0.0005976	0.0034663	0.00080907	0.0019411	0.0011947	0.00075718	4.4599e-05	0.00046811	0.00013985	-15982202.830
477090	0.010449	0.00060282	0.0033429	0.00077126	0.0017895	0.001199	0.00076203	4.7569e-05	0.00048894	0.00015351	-15982211.010
477120	0.010312	0.00059181	0.0031319	0.00074083	0.0019137	0.0011883	0.0007572	4.6984e-05	0.00048941	0.00013826	-15982318.896
477150	0.010341	0.00059673	0.0032266	0.00074043	0.0019279	0.0011954	0.00076205	4.6647e-05	0.00049691	0.00013251	-15982372.746
477180	0.010426	0.00058635	0.0033294	0.00071631	0.0016576	0.0011859	0.0007546	4.4269e-05	0.00049977	0.00013991	-15982305.463
477210	0.010386	0.00058291	0.003065	0.00070265	0.0018364	0.0011901	0.00076588	4.5193e-05	0.00051406	0.00014167	-15982308.661
477240	0.010359	0.000583	0.0033327	0.00071779	0.0018175	0.0011842	0.00076158	4.4114e-05	0.00050047	0.000135	-15982329.601
477270	0.010263	0.00057809	0.0031681	0.00074803	0.0017011	0.001186	0.00076627	4.4063e-05	0.00049952	0.00013681	-15982492.879
477300	0.010291	0.00058526	0.0034187	0.00074916	0.0016596	0.0011898	0.00076683	4.2849e-05	0.00050532	0.00013952	-15982350.474
477330	0.010265	0.00059542	0.0033648	0.00078152	0.0018693	0.0011896	0.00075162	4.343e-05	0.00048303	0.00012409	-15982267.871
477360	0.010336	0.00059874	0.0033899	0.00076973	0.0018404	0.0011932	0.00075381	4.4203e-05	0.00048539	0.00012749	-15982573.153
477390	0.01036	0.00059945	0.0033107	0.00071979	0.0018615	0.0011907	0.00074895	4.4086e-05	0.00050234	0.0001356	-15981992.800
477420	0.010566	0.00059754	0.0033269	0.0007126	0.0016702	0.0011968	0.00075222	4.5917e-05	0.000508	0.00014837	-15981929.665
477450	0.010323	0.00058369	0.0034585	0.0007552	0.001468	0.0011776	0.00075021	4.5321e-05	0.00048424	0.0001621	-15982342.266
477480	0.010334	0.00058016	0.0032438	0.00072929	0.0015974	0.0011713	0.00074646	4.5071e-05	0.00048223	0.00016136	-15982163.662
477510	0.01028	0.00059994	0.0030878	0.00078027	0.0016392	0.0011886	0.00075143	4.8051e-05	0.00047858	0.00015759	-15982522.738
477540	0.010317	0.00059598	0.0031652	0.00076706	0.001557	0.0011894	0.00075556	4.6705e-05	0.00048626	0.0001704	-15981922.718
477570	0.010344	0.00059034	0.0034133	0.00074209	0.0015632	0.0011938	0.00076521	4.6779e-05	0.00050422	0.00017477	-15982141.813
477600	0.010286	0.0005828	0.0034186	0.00074825	0.0014675	0.0011878	0.00076465	4.7598e-05	0.00049333	0.00019715	-15982282.847
477630	0.0104	0.00058236	0.003337	0.00076255	0.0014723	0.0011887	0.00076731	4.7662e-05	0.00048539	0.00019361	-15981730.748
477660	0.01037	0.00058656	0.0032656	0.00078166	0.0014479	0.0011883	0.00076078	4.7526e-05	0.00048734	0.00019755	-15981729.234
477690	0.010348	0.00058668	0.0031097	0.00076264	0.0013857	0.0011803	0.00075244	4.727e-05	0.00048588	0.00019785	-15982175.477
477720	0.010436	0.00058765	0.0032098	0.00077136	0.0014813	0.0011809	0.00075175	4.6803e-05	0.00048074	0.00019249	-15982116.513
477750	0.01033	0.00057657	0.0033564	0.00077466	0.0016933	0.0011701	0.00075082	4.5526e-05	0.0004779	0.00015598	-15981263.242
477780	0.010401	0.00058617	0.0032904	0.00080305	0.0014166	0.0011813	0.00075497	4.6994e-05	0.00047127	0.000186	-15981673.458
477810	0.010405	0.0005779	0.0031914	0.00082838	0.0013097	0.0011771	0.00075626	4.7719e-05	0.00045894	0.00019791	-15981792.323
477840	0.010452	0.00058584	0.0032302	0.00082849	0.0013333	0.0011819	0.00075467	4.715e-05	0.00046421	0.00019134	-15981961.134
477870	0.010333	0.00059597	0.0033036	0.00082179	0.0013862	0.0011877	0.00075414	4.7539e-05	0.00046805	0.00020024	-15982109.176
477900	0.010287	0.00060649	0.0033513	0.00083064	0.0014246	0.0011972	0.00075615	5.0026e-05	0.00047866	0.0002112	-15982211.235
477930	0.010431	0.00060486	0.0032935	0.00087448	0.0016148	0.0012004	0.00076271	5.0174e-05	0.00046704	0.00017094	-15982116.741
477960	0.010452	0.0005971	0.0033134	0.00086683	0.0015992	0.0011865	0.00075335	4.8537e-05	0.00045941	0.00016111	-15982079.807
477990	0.010367	0.00058629	0.0032783	0.00085498	0.0019935	0.0011829	0.00075996	5.0651e-05	0.00046136	0.00013171	-15981802.288
478020	0.010441	0.0005905	0.0033367	0.00086357	0.0014544	0.001186	0.00075527	4.6761e-05	0.00045721	0.00015653	-15982244.449
478050	0.01045	0.00059487	0.0033222	0.00084235	0.001429	0.0011819	0.00074396	4.7533e-05	0.00045408	0.00017083	-15981703.054
478080	0.010582	0.00060114	0.0034097	0.00089284	0.0016162	0.0011899	0.00074495	4.5864e-05	0.00044684	0.00015783	-15981719.489
478110	0.010521	0.00057729	0.0032802	0.00084358	0.0015478	0.0011733	0.00075013	4.7646e-05	0.00045733	0.00015405	-15982109.734
478140	0.010523	0.00056544	0.0032916	0.00081681	0.0016073	0.0011749	0.00076526	4.7628e-05	0.00047737	0.00015901	-15981781.482
478170	0.010543	0.00057455	0.0031217	0.00085036	0.0019348	0.0011784	0.0007612	4.7882e-05	0.00046345	0.00014469	-15982059.404
478200	0.01044	0.00056694	0.0032948	0.00083362	0.0015062	0.0011674	0.00075485	4.3821e-05	0.0004626	0.00014914	-15981889.925
478230	0.010347	0.00056965	0.0032577	0.00081446	0.0015764	0.0011725	0.00075635	4.397e-05	0.0004767	0.00014955	-15982160.204
478260	0.010311	0.00057198	0.0033973	0.00083552	0.0015256	0.0011759	0.00076115	4.4199e-05	0.00046955	0.00014904	-15982266.413
478290	0.010376	0.00057469	0.0032481	0.00085404	0.0015281	0.0011736	0.0007542	4.5704e-05	0.00045732	0.00014842	-15982003.885
478320	0.010308	0.00055718	0.0032369	0.00093288	0.0014264	0.0011705	0.00076896	4.8359e-05	0.0004488	0.00015966	-15982002.363
478350	0.010426	0.00055763	0.003336	0.0009132	0.0017036	0.001169	0.00076519	4.6804e-05	0.00045175	0.00014016	-15982048.557
478380	0.010408	0.00056323	0.0033276	0.00087329	0.0016133	0.0011658	0.00075337	4.3417e-05	0.00046977	0.00014256	-15981954.974
478410	0.01039	0.000559	0.0033657	0.00091658	0.0014481	0.0011622	0.00075685	4.1427e-05	0.00045051	0.00014815	-15981817.054
478440	0.010467	0.00055987	0.0032182	0.0008594	0.0015178	0.0011658	0.00075619	3.9961e-05	0.00046028	0.00016791	-15981776.136
478470	0.010453	0.00055219	0.0034639	0.00082807	0.0013151	0.0011654	0.0007644	3.99e-05	0.00047574	0.00020527	-15981893.882
478500	0.01039	0.00055249	0.0032557	0.00081128	0.0013875	0.0011574	0.00075257	3.9601e-05	0.00047833	0.00022709	-15981791.618
478530	0.010414	0.00054501	0.0032598	0.00086363	0.0012754	0.001162	0.00077106	4.0042e-05	0.00046782	0.00022699	-15981944.796
478560	0.010447	0.00055598	0.0034633	0.00087284	0.0013976	0.0011671	0.00076185	3.6723e-05	0.00046656	0.00021084	-15981737.009
478590	0.010323	0.00055162	0.0036347	0.00086374	0.0012386	0.0011623	0.00076046	3.5187e-05	0.00046692	0.00021305	-15981995.289
478620	0.010458	0.00054559	0.0034022	0.00083002	0.0011935	0.0011668	0.0007677	3.516e-05	0.00048516	0.00023067	-15981765.492
478650	0.010384	0.00054235	0.0034595	0.0008389	0.0014017	0.0011653	0.00077184	3.4223e-05	0.00047974	0.00020692	-15981764.371
478680	0.01036	0.0005325	0.0033985	0.00081987	0.0012683	0.0011516	0.00076468	3.3753e-05	0.0004775	0.00021143	-15982052.060
478710	0.010532	0.00053007	0.0034307	0.00086297	0.0012382	0.0011613	0.00077536	3.5198e-05	0.00046767	0.00021953	-15982254.021
478740	0.010419	0.00051423	0.0033961	0.00083135	0.0012273	0.0011506	0.00077591	3.468e-05	0.00048088	0.00023026	-15981789.280
478770	0.010471	0.00051861	0.0033617	0.00086435	0.001075	0.00115	0.00077241	3.4749e-05	0.00046435	0.00022835	-15981990.974
478800	0.010416	0.00052967	0.0032838	0.00084133	0.0010957	0.0011457	0.00075424	3.4702e-05	0.00046504	0.00024147	-15981662.962
478830	0.010426	0.00052438	0.0034916	0.0008355	0.0010168	0.0011496	0.0007669	3.4817e-05	0.00047139	0.00025708	-15981642.110
478860	0.010622	0.00053286	0.0034179	0.00080775	0.0011733	0.0011576	0.00076744	3.511e-05	0.00048548	0.00023697	-15981763.645
478890	0.010483	0.00053228	0.0033809	0.0008414	0.0011852	0.0011567	0.00077215	3.7153e-05	0.00046841	0.00023494	-15981930.171
478920	0.010428	0.0005392	0.0034093	0.00083288	0.001375	0.0011539	0.00075959	3.7088e-05	0.00046536	0.00020799	-15981686.652
478950	0.010444	0.00053285	0.0032987	0.00085944	0.0014409	0.001161	0.00077597	3.7265e-05	0.00046547	0.00019102	-15981839.943
478980	0.010382	0.00053642	0.0032853	0.00085076	0.0013575	0.0011591	0.00077274	3.7312e-05	0.0004714	0.00020372	-15982004.646
479010	0.010386	0.00053859	0.0032836	0.00083872	0.0013269	0.0011574	0.00076678	3.8611e-05	0.00047639	0.00022372	-15981573.793
479040	0.010437	0.00054249	0.0031572	0.00083375	0.0012135	0.0011575	0.00076122	3.861e-05	0.00047404	0.00023973	-15982043.099
479070	0.010427	0.00054824	0.0032467	0.00082037	0.0013268	0.0011648	0.00076741	3.8972e-05	0.00049722	0.00024166	-15982255.107
479100	0.0104	0.00053578	0.0033355	0.00080851	0.0011141	0.0011516	0.00076126	3.8371e-05	0.00048908	0.00025515	-15981929.839
479130	0.01049	0.00054114	0.0032344	0.00083481	0.0010442	0.0011606	0.00076443	4.0344e-05	0.00048041	0.00026374	-15981813.392
479160	0.01052	0.00054642	0.0034083	0.00081146	0.0011371	0.0011661	0.00076335	4.0511e-05	0.00049165	0.00025303	-15982012.463
479190	0.010412	0.00054524	0.0032651	0.00081791	0.0013633	0.0011579	0.00075775	4.0319e-05	0.00048315	0.00023945	-15981874.597
479220	0.010513	0.00055053	0.0033657	0.00082243	0.0014923	0.0011653	0.00076369	3.9275e-05	0.00048895	0.00022882	-15981399.189
479250	0.010473	0.00053914	0.0033865	0.00078587	0.0013499	0.001157	0.00076545	3.8912e-05	0.0004906	0.0002296	-15982196.040
479280	0.010377	0.00054588	0.0034054	0.00082102	0.0014704	0.0011613	0.00076279	3.9086e-05	0.00047381	0.00022721	-15982218.721
479310	0.010404	0.00055052	0.0035822	0.00084414	0.0014587	0.0011716	0.00076876	3.9406e-05	0.00047381	0.00022133	-15981836.375
479340	0.010406	0.00054776	0.0034129	0.00081334	0.0014492	0.0011633	0.00076365	3.9176e-05	0.00048003	0.00022125	-15982042.791
479370	0.010362	0.00054424	0.0034304	0.00084692	0.0015977	0.0011636	0.0007656	3.9099e-05	0.00047072	0.00020744	-15982222.420
479400	0.010419	0.00053772	0.0035984	0.00081919	0.0016196	0.0011559	0.00076139	3.8757e-05	0.00046646	0.00020043	-15981634.365
479430	0.010487	0.00053875	0.0036277	0.00077204	0.0014943	0.0011593	0.00076494	3.8885e-05	0.00049822	0.00019856	-15981972.468
479460	0.010371	0.00053464	0.0034547	0.00076666	0.0015697	0.0011551	0.0007654	4.0839e-05	0.00049819	0.00020914	-15982018.681
479490	0.010453	0.00053037	0.0034478	0.00076807	0.0015618	0.0011476	0.00075927	4.0512e-05	0.00048935	0.0002028	-15981800.390
479520	0.010536	0.0005398	0.0034417	0.00080408	0.0016068	0.0011609	0.00076424	4.1004e-05	0.00047886	0.0001941	-15982367.112
479550	0.010462	0.0005437	0.0033903	0.00081171	0.0018011	0.0011621	0.00076479	4.1167e-05	0.00047813	0.00017481	-15981626.080
479580	0.010397	0.00055051	0.003363	0.00081443	0.0016848	0.0011663	0.00076799	4.151e-05	0.00048451	0.00016481	-15981806.125
479610	0.010536	0.00053595	0.0034422	0.00080525	0.0014557	0.0011568	0.00076841	4.0969e-05	0.00047735	0.00016364	-15981750.440
479640	0.010499	0.00053884	0.003523	0.00077177	0.0015864	0.0011562	0.00076391	3.9572e-05	0.00048913	0.00017486	-15981997.517
479670	0.010536	0.00053373	0.0036461	0.00075525	0.0014579	0.001157	0.00076848	3.9501e-05	0.00049805	0.00017814	-15981741.468
479700	0.010489	0.00053905	0.0035843	0.00078856	0.0014798	0.0011541	0.0007642	3.8399e-05	0.00047907	0.00018054	-15981753.546
479730	0.010471	0.00053446	0.0034171	0.000767	0.0014892	0.0011542	0.00076588	3.8277e-05	0.00048943	0.00019434	-15981808.425
479760	0.010367	0.00053746	0.0034738	0.00077804	0.0015338	0.0011498	0.00075976	3.8231e-05	0.00048131	0.00019697	-15981822.940
479790	0.010415	0.00054331	0.0033704	0.00079056	0.0014735	0.0011606	0.00076977	3.7211e-05	0.00048516	0.00020411	-15981746.239
479820	0.010385	0.00054567	0.0033733	0.00078225	0.0014259	0.0011537	0.00075606	3.8025e-05	0.00047736	0.0001888	-15981943.922
479850	0.010414	0.00055587	0.0034167	0.00080152	0.0016043	0.0011652	0.0007579	3.8425e-05	0.00047574	0.00019645	-15981688.211
479880	0.010439	0.00054599	0.003549	0.00079828	0.0012685	0.0011609	0.0007596	3.8125e-05	0.00047025	0.00023935	-15981817.769
479910	0.010518	0.00054195	0.0037042	0.00080087	0.0011751	0.0011585	0.00076279	3.8063e-05	0.00046721	0.00023638	-15981963.704
479940	0.01047	0.00054374	0.0035545	0.00074457	0.0013548	0.0011613	0.00076677	3.9686e-05	0.00049141	0.00020555	-15982194.734
479970	0.010502	0.00054753	0.0033146	0.00074869	0.0010763	0.0011623	0.00076238	3.971e-05	0.00048929	0.00021586	-15982040.676
480000	0.010387	0.00054318	0.0033581	0.00074229	0.0012787	0.0011598	0.00076603	4.0941e-05	0.00049194	0.00018628	-15981889.931
480030	0.010341	0.00054383	0.0033914	0.00072665	0.0013878	0.0011563	0.00076583	4.2701e-05	0.00050299	0.00017834	-15981916.931
480060	0.010427	0.00053582	0.0032707	0.00072997	0.0014358	0.001151	0.00076314	4.363e-05	0.0004916	0.00019453	-15982019.205
480090	0.010508	0.00053728	0.0033109	0.00072728	0.0016612	0.0011452	0.00075617	4.3489e-05	0.00049024	0.00018699	-15981746.483
480120	0.01047	0.00053863	0.003257	0.00070758	0.0016801	0.0011453	0.0007553	4.3519e-05	0.00049456	0.00017936	-15982154.958
480150	0.010394	0.00053993	0.0034	0.00070865	0.0015424	0.0011515	0.00076051	4.3721e-05	0.00049842	0.00019293	-15982104.568
480180	0.01049	0.00054054	0.003328	0.00072147	0.001616	0.0011486	0.00075991	4.4155e-05	0.00048973	0.00019336	-15981775.448
480210	0.010432	0.0005471	0.003382	0.00073994	0.0016756	0.0011661	0.00077123	4.3925e-05	0.0004905	0.00019651	-15982038.066
480240	0.010419	0.00054712	0.0033337	0.00070987	0.0018052	0.0011621	0.00076789	4.3831e-05	0.00050908	0.00018509	-15982269.340
480270	0.010342	0.00054194	0.0033495	0.00072579	0.001636	0.0011596	0.00076754	4.3918e-05	0.00049298	0.00018129	-15982199.732
480300	0.010461	0.00055255	0.0031354	0.00075969	0.0015095	0.0011729	0.00077018	4.847e-05	0.00048185	0.0001718	-15981969.580
480330	0.01052	0.00057186	0.0033235	0.00076006	0.0018595	0.0011853	0.00076757	4.8191e-05	0.00048353	0.00016209	-15982094.655
480360	0.010441	0.00057229	0.0030772	0.00076929	0.0018021	0.0011784	0.0007594	4.8581e-05	0.00048345	0.00016793	-15982151.141
480390	0.010315	0.00058343	0.0032906	0.00077249	0.0016428	0.0011822	0.00075423	5.0621e-05	0.00048748	0.00017654	-15981901.881
480420	0.010406	0.00059481	0.0031133	0.00074053	0.0017979	0.0011943	0.00076104	5.2821e-05	0.00050728	0.00017516	-15982023.047
480450	0.010368	0.00060554	0.0030882	0.00075513	0.0015191	0.0011929	0.00074968	5.2896e-05	0.00049888	0.00017012	-15981719.084
480480	0.01035	0.0005965	0.003005	0.00073345	0.0016611	0.0011942	0.0007595	5.2832e-05	0.0005044	0.00016945	-15982442.711
480510	0.010331	0.00060194	0.0030964	0.00075986	0.0018058	0.0012039	0.0007653	5.3274e-05	0.0005038	0.00016799	-15982522.974
480540	0.010418	0.00058874	0.003228	0.0007716	0.0015129	0.0011885	0.00075559	5.1056e-05	0.0004791	0.00017762	-15981989.999
480570	0.010375	0.00059954	0.0033299	0.0007967	0.0015592	0.0011983	0.00075865	4.9388e-05	0.00047443	0.00019318	-15982135.207
480600	0.010411	0.00059802	0.0033056	0.00081611	0.0018135	0.0011989	0.00075815	5.1326e-05	0.00047171	0.00019427	-15982008.004
480630	0.010367	0.00059444	0.0033769	0.00078831	0.0017119	0.0011923	0.00075456	5.1051e-05	0.00048305	0.00018482	-15982321.008
480660	0.010342	0.00058003	0.0033921	0.00076648	0.0016757	0.0011911	0.00076613	5.0814e-05	0.0004922	0.00018229	-15982316.618
480690	0.010386	0.00060025	0.0033286	0.00082616	0.0017589	0.0012007	0.00076379	5.1612e-05	0.00047112	0.00017567	-15982440.336
480720	0.010321	0.00060125	0.0034205	0.00082919	0.0015355	0.001193	0.00075618	4.8461e-05	0.0004655	0.00017109	-15982244.227
480750	0.010335	0.00059802	0.0032111	0.00081237	0.0017614	0.0011875	0.00075172	4.8869e-05	0.0004698	0.00017188	-15982010.436
480780	0.010342	0.00059756	0.0032825	0.0007828	0.0015843	0.0011883	0.00075096	4.8826e-05	0.00048668	0.0001767	-15982074.769
480810	0.01031	0.0006015	0.0031972	0.00080748	0.0017136	0.0011872	0.00074629	4.8834e-05	0.00047196	0.00015976	-15982136.716
480840	0.010283	0.00058926	0.0031964	0.00080258	0.0016574	0.001179	0.00074813	4.7415e-05	0.00046123	0.00016059	-15982073.709
480870	0.010442	0.00060262	0.0031878	0.00082414	0.0018498	0.0011953	0.0007555	4.8185e-05	0.00046388	0.00015899	-15982119.360
480900	0.010378	0.00060218	0.0032779	0.00084316	0.0017414	0.0011961	0.00075549	4.9894e-05	0.00045307	0.00016157	-15982187.630
480930	0.010322	0.00060203	0.00329	0.00080973	0.0015943	0.0011877	0.00074764	4.9628e-05	0.00046677	0.00016423	-15981744.705
480960	0.010402	0.00062164	0.0034637	0.00082255	0.001444	0.0012049	0.0007487	4.8351e-05	0.00047514	0.00017993	-15982015.549
480990	0.01036	0.00061624	0.0034063	0.00083231	0.0014247	0.0012079	0.0007578	4.6695e-05	0.00047114	0.00017658	-15982110.637
481020	0.01034	0.00061808	0.0032464	0.00081853	0.0012627	0.0012108	0.0007641	4.6958e-05	0.00048449	0.00020236	-15982277.089
481050	0.010341	0.00062612	0.0033136	0.00080045	0.0011218	0.0012079	0.00074944	4.594e-05	0.00047774	0.00021636	-15982168.299
481080	0.010216	0.00061865	0.0031892	0.00077685	0.0011942	0.0012107	0.0007569	4.5892e-05	0.00049123	0.00020223	-15982625.029
481110	0.010436	0.00062321	0.0031558	0.00080253	0.0013422	0.0012188	0.00076262	4.4448e-05	0.00048263	0.00019856	-15982258.668
481140	0.010361	0.00061611	0.0031797	0.00078404	0.0012672	0.0012072	0.00075197	4.4874e-05	0.00048156	0.00020143	-15982188.582
481170	0.010326	0.00062265	0.0033632	0.00079352	0.001127	0.0012135	0.00075354	4.4133e-05	0.00048187	0.00023832	-15982735.745
481200	0.010449	0.00062929	0.0033934	0.00078152	0.001003	0.0012213	0.00075632	4.445e-05	0.0004864	0.00025999	-15982365.971
