Gen	theta_7OLMXRB	theta_8LMXRB	theta_9LM	theta_10XRB	theta_11RB	tau_7OLMXRB	tau_8LMXRB	tau_9LM	tau_10XRB	tau_11RB	lnL
117510	0.010256	0.00073202	0.0021292	0.00027032	0.002592	0.0012362	0.00070496	0.00020755	0.00059881	6.1859e-05	-15982222.639
117540	0.010281	0.00072677	0.0021778	0.00026689	0.0023844	0.0012324	0.00070329	0.00020485	0.00060072	6.4374e-05	-15982488.541
117570	0.010355	0.00072396	0.0020024	0.00026473	0.0026321	0.001229	0.00070064	0.00022271	0.00060102	5.5721e-05	-15981973.929
117600	0.010184	0.00072566	0.0021204	0.00026508	0.0025985	0.0012275	0.00070497	0.00022189	0.00060535	6.4138e-05	-15982395.129
117630	0.010239	0.00071812	0.0021358	0.00026149	0.0030144	0.0012197	0.00070191	0.00021959	0.00060464	5.8838e-05	-15982357.976
117660	0.010212	0.00071235	0.002195	0.00025909	0.0028881	0.0012149	0.00070442	0.00021853	0.0006075	6.0939e-05	-15982663.638
117690	0.010245	0.00071204	0.0020492	0.00025924	0.002889	0.0012154	0.00070256	0.00022408	0.00060531	5.6503e-05	-15982107.572
117720	0.010364	0.00071329	0.0021502	0.00025965	0.0027185	0.0012185	0.00070633	0.00022462	0.00060864	6.2023e-05	-15982300.924
117750	0.010266	0.00071	0.0020819	0.00025735	0.0028809	0.0012136	0.00069872	0.00021122	0.00060466	6.5462e-05	-15982532.973
117780	0.010329	0.00070798	0.0020464	0.00025796	0.0023888	0.0012243	0.00070902	0.00022012	0.00061039	7.9132e-05	-15982494.944
117810	0.010302	0.00071127	0.0019328	0.0002586	0.0023473	0.0012237	0.00071025	0.00022696	0.00061277	7.821e-05	-15982225.816
117840	0.010159	0.00070473	0.0021816	0.00025605	0.0023627	0.0012154	0.0007073	0.00021246	0.00061063	7.7999e-05	-15982409.124
117870	0.010171	0.00070939	0.0021515	0.00025829	0.0024888	0.0012213	0.00071298	0.00021727	0.00061424	7.3809e-05	-15982276.118
117900	0.010271	0.00070243	0.0021985	0.0002543	0.0025239	0.0012143	0.00070896	0.00020388	0.00061428	6.3902e-05	-15982212.145
117930	0.010292	0.00070094	0.0022118	0.00025428	0.0026888	0.0012117	0.0007031	0.00019272	0.00060794	5.7988e-05	-15981671.262
117960	0.010365	0.00070224	0.00231	0.00025427	0.0026748	0.0012121	0.0007044	0.00018086	0.00061021	5.8156e-05	-15982053.396
117990	0.010372	0.0007036	0.0023589	0.000255	0.0026411	0.0012145	0.00070577	0.00018691	0.00061084	5.425e-05	-15982193.027
118020	0.01042	0.00070229	0.0021748	0.0002547	0.0028655	0.0012104	0.0007006	0.00019272	0.00060596	5.5413e-05	-15982242.668
118050	0.010288	0.00070632	0.0020317	0.00025703	0.0031477	0.0012132	0.00070599	0.00021706	0.00060854	5.4402e-05	-15982463.401
118080	0.010264	0.00070459	0.0021088	0.00025593	0.0025143	0.0012113	0.00070427	0.00020376	0.00060819	6.0919e-05	-15982313.130
118110	0.010325	0.00070588	0.0020177	0.00025712	0.0027114	0.001213	0.00070453	0.0002111	0.0006067	5.6698e-05	-15982181.510
118140	0.010366	0.00070518	0.0021641	0.00025696	0.002396	0.0012156	0.00070866	0.00020171	0.00061004	6.1387e-05	-15981955.981
118170	0.010392	0.0007028	0.0021288	0.00025702	0.002407	0.0012163	0.00071357	0.00020229	0.00061204	6.682e-05	-15981924.062
118200	0.01037	0.0006975	0.0023107	0.00025483	0.0028469	0.0012088	0.00070618	0.00018847	0.0006063	5.8682e-05	-15981971.961
118230	0.010305	0.00069126	0.0021788	0.00025322	0.0033464	0.0011985	0.00070215	0.00020714	0.00060124	5.102e-05	-15982460.573
118260	0.010425	0.00069386	0.0021053	0.00025355	0.0038962	0.0012079	0.00071106	0.00020923	0.00061036	4.5537e-05	-15981898.904
118290	0.010347	0.00069222	0.0021194	0.00025235	0.0034669	0.0012035	0.00070469	0.00021895	0.00060634	5.2466e-05	-15982161.736
118320	0.010317	0.00069359	0.0020815	0.00025219	0.0029283	0.0011992	0.00070487	0.00023023	0.00060807	5.4939e-05	-15982246.300
118350	0.010274	0.00069702	0.0020604	0.00025356	0.0027554	0.0012054	0.00070904	0.00023136	0.00061137	5.7053e-05	-15982001.179
118380	0.010366	0.00068537	0.0020554	0.00024832	0.0025169	0.0011938	0.00070144	0.000219	0.00060727	5.9237e-05	-15982291.578
118410	0.010351	0.00069318	0.002096	0.0002511	0.0024013	0.0012	0.00069791	0.00020801	0.00060432	6.4351e-05	-15981991.143
118440	0.010395	0.00069673	0.0021782	0.00025243	0.0023839	0.0012043	0.00070105	0.00019731	0.00060694	6.208e-05	-15981990.621
118470	0.010385	0.0006964	0.0022583	0.00025287	0.0028035	0.0012055	0.00069871	0.00019434	0.00060359	5.6562e-05	-15982292.527
118500	0.010368	0.00069776	0.0024797	0.0002534	0.0030326	0.0012055	0.00070008	0.00017494	0.00060469	5.5461e-05	-15982232.022
118530	0.010398	0.00070297	0.0025462	0.00025553	0.0029862	0.0012119	0.00070258	0.00016265	0.00060628	5.4523e-05	-15981757.793
118560	0.010313	0.00069729	0.002252	0.00025417	0.0027071	0.0012025	0.00069723	0.00017506	0.00059999	5.8347e-05	-15981992.475
118590	0.010306	0.00070656	0.0023273	0.00025668	0.0027565	0.0012062	0.00069987	0.00017759	0.0006043	6.5232e-05	-15982133.730
118620	0.010342	0.0007143	0.0023416	0.00026116	0.0030306	0.0012083	0.00069667	0.00016875	0.0005977	6.145e-05	-15981903.502
118650	0.010312	0.00070849	0.0023274	0.00025984	0.0026642	0.0011986	0.00069198	0.00016237	0.00059183	6.9339e-05	-15982175.309
118680	0.010327	0.00070833	0.0024061	0.00026025	0.0024201	0.0012017	0.00069183	0.0001493	0.00059064	7.9609e-05	-15982052.074
118710	0.010204	0.00072337	0.0024583	0.00026714	0.0027062	0.0012146	0.00070028	0.00015852	0.00059479	7.4072e-05	-15982243.130
118740	0.010282	0.00072831	0.0022448	0.00026844	0.0027632	0.0012111	0.00069564	0.00017903	0.00059201	6.7755e-05	-15982400.410
118770	0.010375	0.00071714	0.0024772	0.00026382	0.0027493	0.0012098	0.00069532	0.000157	0.00059287	7.1631e-05	-15981961.584
118800	0.010319	0.00071311	0.0025531	0.00026245	0.0026474	0.001195	0.00068439	0.00014614	0.00058329	8.1356e-05	-15981888.406
118830	0.01033	0.00071096	0.0025447	0.00026165	0.0027366	0.0011963	0.00068636	0.0001378	0.000585	7.8641e-05	-15981674.432
118860	0.010428	0.00071523	0.002651	0.00026259	0.0030334	0.0012135	0.00070206	0.0001323	0.00059981	6.0975e-05	-15981991.399
118890	0.010288	0.00071675	0.0023934	0.00026318	0.0023125	0.0012091	0.00069743	0.00014315	0.00059579	7.2711e-05	-15982184.984
118920	0.010266	0.00071774	0.0025457	0.00026357	0.0023917	0.0012138	0.00070351	0.00013538	0.00060094	7.1329e-05	-15982049.636
118950	0.01032	0.00071252	0.0025487	0.00026199	0.0023812	0.0012075	0.00069636	0.00013934	0.00059407	7.3674e-05	-15982020.250
118980	0.010273	0.00071058	0.0027224	0.00026069	0.0024434	0.0012082	0.00069689	0.0001333	0.00059585	7.7053e-05	-15982020.055
119010	0.010349	0.00070953	0.0027336	0.00026073	0.0022858	0.0012089	0.00069614	0.00012122	0.00059422	8.7794e-05	-15982103.706
119040	0.010385	0.00070876	0.0025764	0.00026137	0.0024602	0.0012075	0.00069783	0.00013296	0.00059357	8.2965e-05	-15981741.638
119070	0.010297	0.00070503	0.0026891	0.00025879	0.0025547	0.0012032	0.00069321	0.00011928	0.00059239	7.3358e-05	-15981815.436
119100	0.010318	0.00072178	0.0024731	0.00026372	0.002582	0.0012223	0.00070511	0.00013983	0.00060533	8.1052e-05	-15982126.682
119130	0.010296	0.00072365	0.0023911	0.00026376	0.0025737	0.0012197	0.00069915	0.00015272	0.00060168	7.91e-05	-15982117.997
119160	0.010284	0.00072499	0.0024028	0.00026419	0.0024828	0.0012215	0.00070516	0.00016183	0.00060699	8.6541e-05	-15982419.923
119190	0.010351	0.00071376	0.0024612	0.00025948	0.0026071	0.0012225	0.00070865	0.00015454	0.00061145	7.9056e-05	-15982175.302
119220	0.010369	0.00071052	0.0025291	0.00025732	0.0023662	0.0012174	0.00070348	0.0001425	0.00060931	9.0093e-05	-15982487.199
119250	0.010313	0.00070559	0.0025088	0.00025682	0.0023421	0.0012079	0.0006986	0.00013908	0.00060204	9.3672e-05	-15981956.115
119280	0.010273	0.00070517	0.0025968	0.00025549	0.00203	0.0012143	0.00070559	0.00013499	0.00061087	0.0001151	-15982062.955
119310	0.010324	0.00070508	0.0025491	0.0002564	0.001764	0.0012104	0.00069983	0.00013752	0.00060366	0.00014194	-15982073.370
119340	0.010286	0.00070491	0.0026105	0.0002556	0.0018343	0.0012086	0.00069966	0.0001318	0.00060525	0.00017317	-15982095.789
119370	0.010325	0.00071042	0.0025655	0.00025802	0.0021634	0.0012195	0.00070741	0.00013894	0.00061095	0.00015992	-15982164.125
119400	0.01033	0.00071566	0.0024874	0.00025975	0.0020217	0.00122	0.00070775	0.00013149	0.00061166	0.00017154	-15982310.729
119430	0.010329	0.00071349	0.0024306	0.00025951	0.0020743	0.0012198	0.00070906	0.00013731	0.0006115	0.00017325	-15982107.476
119460	0.010215	0.00071093	0.0024466	0.00025775	0.0019497	0.0012135	0.00070555	0.00013413	0.00061042	0.00017679	-15982247.374
119490	0.010208	0.00070556	0.0024754	0.00025607	0.0017139	0.0012112	0.00070808	0.00014535	0.00061198	0.00019814	-15982033.266
119520	0.010264	0.00070604	0.0023762	0.00025573	0.0017226	0.0012144	0.0007108	0.00015149	0.00061558	0.00019108	-15981792.693
119550	0.010391	0.00070565	0.0025667	0.00025491	0.0017863	0.0012181	0.0007108	0.00015074	0.0006172	0.00020091	-15982265.938
119580	0.010327	0.00070762	0.0026886	0.00025653	0.0016221	0.0012113	0.00070457	0.0001287	0.00060962	0.00021503	-15981899.460
119610	0.010323	0.00070689	0.0027642	0.00025726	0.0016546	0.0012148	0.00070805	0.00012228	0.00061027	0.00021017	-15981689.445
119640	0.010395	0.00070069	0.0028117	0.00025494	0.0017739	0.0012131	0.0007075	0.00011476	0.00060996	0.00018664	-15982233.009
119670	0.010331	0.00070256	0.0028858	0.00025579	0.0018668	0.001216	0.00070673	0.0001118	0.00060889	0.00018607	-15982339.702
119700	0.010343	0.00070708	0.002808	0.00025645	0.0019477	0.0012192	0.00071203	0.00011528	0.0006158	0.0001703	-15981895.027
119730	0.010302	0.00070309	0.0026263	0.00025503	0.0018006	0.0012144	0.00070945	0.000123	0.00061351	0.00017821	-15981852.597
119760	0.0103	0.00069535	0.0025312	0.00025249	0.0018865	0.0012114	0.00070498	0.00012662	0.000609	0.00018116	-15982291.591
119790	0.010367	0.00070295	0.0024638	0.00025609	0.0018958	0.0012198	0.0007133	0.0001354	0.00061416	0.00018715	-15982305.076
119820	0.010276	0.00069214	0.0025791	0.00025148	0.00199	0.0012093	0.00070885	0.00013244	0.00061196	0.00017877	-15982027.681
119850	0.010246	0.00068851	0.0024749	0.00024871	0.0019567	0.0012061	0.00071103	0.00013728	0.00061742	0.00017675	-15981827.050
119880	0.010212	0.00068816	0.0025313	0.00024819	0.0019106	0.0012082	0.00071337	0.00014035	0.00062045	0.00016744	-15982416.013
119910	0.010267	0.00069185	0.0025711	0.00024964	0.0021218	0.001216	0.00071981	0.00013534	0.00062575	0.00015364	-15982011.267
119940	0.010246	0.00068984	0.0026057	0.00024969	0.0019409	0.0012142	0.00071789	0.00013874	0.00062213	0.0001636	-15982370.710
119970	0.010175	0.00068013	0.002896	0.0002465	0.0020196	0.0011999	0.00070579	0.00012495	0.00061083	0.00015266	-15981971.214
120000	0.010296	0.00068532	0.0028232	0.0002472	0.0022454	0.0012067	0.00071048	0.00012672	0.00061784	0.00014188	-15982566.979
120030	0.010397	0.00068441	0.0027112	0.00024837	0.002096	0.00121	0.00071337	0.00012312	0.00061661	0.00014656	-15982258.519
120060	0.010381	0.00067898	0.0026237	0.00024589	0.0023703	0.0011989	0.00070973	0.00012681	0.00061474	0.00015369	-15982151.034
120090	0.01037	0.00068466	0.0028505	0.00024648	0.0023913	0.0012077	0.00071128	0.00011369	0.00061976	0.00015471	-15982313.230
120120	0.010485	0.00068713	0.0027983	0.00024849	0.0024342	0.0012109	0.00071833	0.00012423	0.00062307	0.00014949	-15982153.377
120150	0.010394	0.00067734	0.0026079	0.00024356	0.0024419	0.001207	0.00071389	0.00012485	0.00062275	0.00014729	-15981999.747
120180	0.01042	0.00066872	0.0026631	0.00024116	0.0021905	0.0011941	0.0007048	0.00012653	0.00061302	0.0001624	-15981807.705
120210	0.01028	0.00066661	0.0027127	0.00024036	0.0024244	0.0011876	0.0006997	0.00012205	0.00060869	0.00016391	-15981821.916
120240	0.010334	0.00066826	0.0028572	0.00024039	0.0022539	0.0011871	0.00069944	0.00011372	0.00060991	0.00015897	-15981955.787
120270	0.010423	0.00067711	0.0027981	0.00024431	0.0023411	0.0012034	0.00071165	0.00011442	0.00061868	0.00014963	-15981872.212
120300	0.010374	0.00067945	0.0028069	0.00024593	0.0020898	0.0012061	0.00071107	0.0001251	0.00061623	0.00015791	-15981870.861
120330	0.010282	0.00068563	0.0025371	0.00024798	0.0023209	0.0012084	0.00071288	0.00013539	0.00061825	0.00015946	-15982383.286
120360	0.010291	0.00068314	0.0025758	0.00024651	0.0023754	0.0012076	0.00070981	0.00012957	0.00061701	0.00015058	-15982288.782
120390	0.010357	0.00067766	0.0027015	0.00024473	0.0025419	0.0012041	0.00071105	0.00012237	0.0006176	0.00013784	-15982063.823
120420	0.010429	0.00068021	0.0027667	0.00024493	0.0025082	0.0012123	0.00071583	0.0001261	0.00062359	0.00013555	-15982137.616
120450	0.010436	0.00068497	0.0027162	0.00024782	0.0021645	0.0012158	0.00071516	0.00013164	0.00062004	0.0001395	-15982248.595
120480	0.010388	0.00068644	0.0027136	0.00024783	0.0024439	0.0012095	0.00070878	0.00013172	0.0006158	0.00010911	-15982506.690
120510	0.010374	0.00068436	0.0026105	0.00024767	0.0024734	0.0012093	0.00071237	0.00013755	0.00061746	0.00011038	-15982284.054
120540	0.010395	0.00068203	0.0023909	0.00024601	0.0022862	0.0012014	0.00070548	0.00013895	0.00061348	0.00011829	-15982045.404
120570	0.010318	0.00067716	0.0025399	0.00024439	0.0021648	0.0012017	0.00070849	0.00013725	0.00061577	0.00011198	-15981965.169
120600	0.010343	0.00067743	0.0025369	0.00024449	0.0021939	0.0012045	0.0007127	0.00013664	0.00061943	0.00011226	-15982425.609
120630	0.010386	0.00067985	0.0024929	0.00024422	0.0023372	0.0012126	0.00072145	0.00014257	0.00062997	0.0001153	-15982247.082
120660	0.010196	0.00067449	0.0028376	0.00024202	0.0024564	0.0012016	0.00071092	0.00012351	0.00062146	0.00011783	-15982002.023
120690	0.010283	0.00067944	0.0028766	0.00024383	0.0022094	0.0012098	0.00071933	0.00012933	0.00062875	0.00013111	-15982236.573
120720	0.010357	0.00067321	0.0025312	0.00024166	0.0023474	0.0012086	0.00072051	0.00014067	0.00062959	0.00013522	-15982404.555
120750	0.010321	0.00067724	0.0025988	0.00024246	0.0026238	0.0012167	0.00072516	0.00014102	0.00063535	0.00011885	-15982383.417
120780	0.010272	0.00067811	0.0027158	0.0002433	0.0024322	0.0012113	0.00071747	0.00013214	0.00062726	0.00012427	-15982154.993
120810	0.010396	0.00067627	0.0025938	0.00024216	0.0025249	0.0012154	0.00071851	0.0001367	0.0006294	0.00012346	-15982231.335
120840	0.010334	0.00067539	0.0025376	0.00024203	0.0023971	0.0012064	0.00071459	0.00014198	0.00062549	0.00014761	-15982373.937
120870	0.010357	0.00067488	0.0027483	0.00024183	0.0020319	0.0012122	0.00071727	0.00014134	0.00062788	0.00016442	-15982341.766
120900	0.010345	0.00067936	0.0025974	0.00024469	0.0022978	0.0012155	0.00072011	0.00015222	0.00062714	0.00014938	-15982329.593
120930	0.01036	0.00068368	0.0025796	0.00024656	0.0024472	0.0012192	0.00072469	0.00015014	0.00063032	0.00013652	-15982232.215
120960	0.01033	0.00067948	0.0024665	0.00024491	0.002303	0.0012159	0.00072302	0.00015519	0.00062922	0.00014223	-15982103.574
120990	0.01037	0.00067688	0.0025721	0.00024491	0.0020583	0.0012154	0.00072025	0.00015186	0.0006244	0.00013343	-15982588.112
121020	0.010282	0.00067278	0.0025847	0.00024348	0.0020446	0.0012078	0.00071617	0.00014911	0.00062074	0.00012289	-15982205.335
121050	0.010376	0.000675	0.0027411	0.00024295	0.0022688	0.0012071	0.00071243	0.00013982	0.00062089	0.0001359	-15982342.382
121080	0.010511	0.0006738	0.0026135	0.00024248	0.0021697	0.0012121	0.00071692	0.00014144	0.00062488	0.00012494	-15982224.171
121110	0.010341	0.00067841	0.0027035	0.00024458	0.0021693	0.0012187	0.00071901	0.00013575	0.00062557	0.00014051	-15982679.641
121140	0.010359	0.00068658	0.002673	0.00024751	0.0021752	0.0012274	0.00072419	0.00013772	0.00063013	0.00015565	-15982686.127
121170	0.010417	0.00068884	0.0027368	0.00024701	0.0022012	0.0012369	0.00072941	0.00012272	0.00063805	0.00014993	-15982109.463
121200	0.010267	0.00067918	0.0028835	0.00024393	0.0023814	0.0012178	0.00071956	0.00012024	0.00062844	0.00014369	-15982534.101
121230	0.010382	0.00067449	0.0026974	0.00024188	0.0022502	0.0012175	0.00072447	0.00012921	0.00063369	0.00013261	-15982321.018
121260	0.010259	0.00067048	0.002615	0.00024134	0.0025598	0.0012102	0.00072195	0.00013297	0.00062913	0.00012276	-15982241.830
121290	0.01044	0.00067091	0.0026812	0.00024053	0.0025832	0.0012149	0.00072622	0.00013089	0.00063539	0.00011516	-15982039.703
121320	0.010252	0.00066326	0.002506	0.00023738	0.0026419	0.001199	0.00071925	0.00014309	0.00063038	0.00011538	-15982130.426
121350	0.010416	0.00065786	0.0025679	0.00023614	0.0026257	0.0011946	0.0007177	0.00013892	0.00062718	0.00011608	-15982305.916
121380	0.010353	0.00065164	0.0025598	0.00023382	0.0024692	0.0011841	0.00071507	0.00013319	0.0006251	0.00011604	-15981905.122
121410	0.010339	0.00065591	0.0024716	0.0002351	0.0024048	0.0011888	0.00071311	0.00014713	0.00062407	0.00011832	-15981861.356
121440	0.010267	0.00066913	0.0026658	0.00023945	0.0028522	0.0012026	0.00071919	0.00014389	0.00063039	0.00011301	-15982159.497
121470	0.010218	0.00066033	0.0027558	0.00023697	0.0025982	0.0011952	0.00071984	0.00012617	0.0006292	9.8365e-05	-15982306.522
121500	0.010331	0.00066033	0.0026901	0.00023743	0.0024553	0.0011962	0.0007182	0.00012927	0.00062654	9.9757e-05	-15982224.443
121530	0.010357	0.00066342	0.0025903	0.00023823	0.002384	0.0011969	0.00071833	0.00012893	0.00062748	9.9217e-05	-15982346.873
121560	0.010301	0.00065828	0.0025494	0.00023665	0.0023752	0.0011923	0.00071584	0.00014777	0.00062459	9.6039e-05	-15982061.878
121590	0.010374	0.00066496	0.0025007	0.00023875	0.0027229	0.0011969	0.00071908	0.00014734	0.00062822	9.4324e-05	-15981967.511
121620	0.01033	0.00066559	0.0025075	0.00023895	0.0028344	0.0011922	0.0007158	0.00014692	0.00062541	8.957e-05	-15981790.153
121650	0.010266	0.0006633	0.0023628	0.00023853	0.0028573	0.0011903	0.00071334	0.00015534	0.00062221	7.8201e-05	-15982413.916
121680	0.010303	0.00067368	0.0023475	0.00024147	0.0025211	0.0012033	0.00072185	0.00016341	0.0006317	8.2567e-05	-15982003.142
121710	0.010346	0.0006663	0.0025077	0.00023928	0.0024656	0.0011928	0.0007114	0.00014924	0.00062138	7.9462e-05	-15981818.810
121740	0.010382	0.00066625	0.0024828	0.00023916	0.0030034	0.001194	0.00071481	0.00015577	0.00062463	6.2118e-05	-15981839.510
121770	0.010264	0.00066385	0.0025899	0.00023881	0.0028584	0.0011861	0.00070824	0.00015331	0.00061756	7.3239e-05	-15982240.656
121800	0.010441	0.0006671	0.00255	0.00024048	0.0027906	0.0011963	0.00071199	0.00015087	0.00061954	7.1229e-05	-15981894.830
121830	0.010307	0.00067299	0.0023822	0.00024301	0.0027722	0.0011989	0.00071224	0.00016484	0.00061872	8.0627e-05	-15982452.704
121860	0.010371	0.0006683	0.0022894	0.00023987	0.0026494	0.0011928	0.00070649	0.00016895	0.00061742	7.8457e-05	-15982147.709
121890	0.010367	0.00067412	0.0023026	0.00024171	0.0023552	0.0011973	0.00071148	0.00016853	0.00062243	8.7962e-05	-15982446.498
121920	0.010364	0.00067778	0.0023426	0.00024301	0.002561	0.001199	0.00071534	0.00016473	0.00062583	8.8679e-05	-15982129.279
121950	0.010359	0.0006763	0.0023746	0.00024275	0.002654	0.0011934	0.00070959	0.00015906	0.0006201	9.0337e-05	-15981866.823
121980	0.010266	0.00068196	0.0023716	0.00024579	0.0023226	0.0012039	0.00071671	0.00015382	0.00062377	0.00010581	-15982004.528
122010	0.01034	0.00067991	0.0024182	0.00024402	0.0028809	0.0012015	0.00071309	0.0001678	0.00062324	8.5298e-05	-15981967.068
122040	0.010305	0.0006805	0.0023893	0.00024402	0.0028419	0.0012031	0.0007101	0.00016809	0.00062116	8.2906e-05	-15982028.983
122070	0.010413	0.00068261	0.0023822	0.00024519	0.0029226	0.0012121	0.00071325	0.00016121	0.00062287	7.933e-05	-15982129.503
122100	0.010328	0.00068096	0.0024022	0.00024499	0.0031249	0.0012024	0.00071153	0.00015183	0.00062037	7.6814e-05	-15982018.413
122130	0.010326	0.00068222	0.0025577	0.00024456	0.0027345	0.0012011	0.00070742	0.00015053	0.000619	8.9966e-05	-15981983.314
122160	0.01035	0.00068415	0.0025659	0.00024569	0.0029445	0.0012055	0.00070933	0.0001517	0.00061959	8.6684e-05	-15982147.285
122190	0.010398	0.00069031	0.0024033	0.00024701	0.0028467	0.0012121	0.00071842	0.00017161	0.00062977	9.7172e-05	-15981887.703
122220	0.010298	0.00069303	0.0022029	0.00024958	0.0024631	0.0012088	0.0007155	0.000182	0.00062321	0.00010429	-15982259.257
122250	0.010203	0.00069016	0.0020892	0.00024882	0.0026108	0.0012089	0.00071449	0.00018141	0.00062163	8.794e-05	-15981942.029
122280	0.010303	0.00068944	0.0021501	0.00024779	0.0023058	0.0012111	0.00071422	0.00018374	0.00062333	9.4765e-05	-15982073.462
122310	0.010339	0.00069522	0.0023173	0.00025184	0.0021751	0.0012123	0.00071108	0.00017399	0.00061573	0.00010067	-15982282.033
122340	0.010349	0.00069111	0.002301	0.00025034	0.0018566	0.0012089	0.00070878	0.00017926	0.00061377	0.00010141	-15982150.633
122370	0.010273	0.00069346	0.0025048	0.00025168	0.0020293	0.0012053	0.00070611	0.00016191	0.00061027	0.00010414	-15982351.688
122400	0.010379	0.00069152	0.0023154	0.00025063	0.0020016	0.001207	0.00070696	0.00016469	0.00061185	0.00010986	-15982045.619
122430	0.010409	0.00069302	0.0022131	0.00025097	0.0020847	0.0012113	0.00071227	0.00017568	0.00061694	0.00010843	-15982033.119
122460	0.01039	0.00068715	0.0021351	0.00024751	0.0025479	0.0012051	0.00071022	0.00018972	0.00061847	9.6525e-05	-15981997.536
122490	0.010374	0.00069078	0.0023035	0.00025051	0.0023383	0.0012107	0.00071398	0.00017817	0.00061757	0.00010297	-15981963.148
122520	0.010432	0.00069196	0.0021526	0.00025047	0.0022934	0.0012136	0.00071383	0.00018318	0.00061859	0.00010111	-15982484.685
122550	0.010348	0.00068896	0.0025412	0.0002498	0.002271	0.0012142	0.00071614	0.00018116	0.00061955	0.00010175	-15982443.030
122580	0.010214	0.00068748	0.0023465	0.00025002	0.0022214	0.0012085	0.00071352	0.00017866	0.00061541	9.9715e-05	-15982203.107
122610	0.0103	0.00068367	0.0023402	0.00024705	0.0024979	0.001207	0.00071075	0.00017291	0.00061696	9.098e-05	-15982103.316
122640	0.010302	0.00068093	0.0022421	0.00024653	0.0025844	0.0012035	0.00070994	0.00018497	0.00061509	8.9228e-05	-15982333.369
122670	0.010401	0.00068439	0.0023304	0.0002464	0.0029902	0.0012112	0.00071619	0.00018115	0.00062397	8.8812e-05	-15981888.525
122700	0.010393	0.00068214	0.0024362	0.00024633	0.0026363	0.0012082	0.00071063	0.00016423	0.00061728	9.6607e-05	-15981861.275
122730	0.010435	0.0006797	0.0024163	0.00024525	0.0023986	0.0012074	0.00071058	0.00016506	0.00061773	0.00010607	-15981859.614
122760	0.010227	0.00067953	0.0023736	0.00023996	0.0021454	0.0011955	0.00070996	0.0001667	0.00061821	0.0001255	-15981804.883
122790	0.010284	0.00067106	0.0024402	0.00023682	0.0021878	0.001189	0.00070313	0.00015384	0.00061266	0.00011366	-15982213.070
122820	0.010367	0.00067259	0.0023828	0.00023754	0.00235	0.0011893	0.00070473	0.00015798	0.00061359	0.00011386	-15982125.881
122850	0.010526	0.00068385	0.0025283	0.00024113	0.002509	0.0012102	0.00071426	0.00014997	0.00062287	0.0001158	-15982591.594
122880	0.010316	0.00067892	0.002436	0.00023965	0.002325	0.0012001	0.00071109	0.0001476	0.00061946	0.00011058	-15982015.860
122910	0.010292	0.00067895	0.0024706	0.00024036	0.0021769	0.0012041	0.0007153	0.00014548	0.0006213	0.0001216	-15982266.521
122940	0.010298	0.00067182	0.0025145	0.00023754	0.0021182	0.0011933	0.00071236	0.00014133	0.00061953	0.00011671	-15982157.626
122970	0.010262	0.00067948	0.0024689	0.00024011	0.0021363	0.0012032	0.00071673	0.00014673	0.00062367	0.00012372	-15982592.407
123000	0.01034	0.00068652	0.0024934	0.00024251	0.0023818	0.0012132	0.0007236	0.00014254	0.0006299	0.0001075	-15982501.639
123030	0.010265	0.00068205	0.0024638	0.0002415	0.0025175	0.0012039	0.00071314	0.00014691	0.00061931	0.0001027	-15981879.172
123060	0.010349	0.00069519	0.0024089	0.00024623	0.0023384	0.0012188	0.00071714	0.00015552	0.0006226	0.00010563	-15982616.688
123090	0.01028	0.00069646	0.0023638	0.00024649	0.0023483	0.0012179	0.00071677	0.00015292	0.00062275	0.00011224	-15982070.604
123120	0.01035	0.00069264	0.0025485	0.00024414	0.0022535	0.0012085	0.00070592	0.00014677	0.00061582	0.00010988	-15982241.986
123150	0.010431	0.00069368	0.0025215	0.00024485	0.0023939	0.0012096	0.0007088	0.00014846	0.00061747	0.00010585	-15982138.832
123180	0.010453	0.00069539	0.0025258	0.00024532	0.0022151	0.0012151	0.00071304	0.00015205	0.00062151	0.00011716	-15982518.898
123210	0.010413	0.00069275	0.0025433	0.00024464	0.0023839	0.0012143	0.00071191	0.00015193	0.00061991	0.00010771	-15982029.828
123240	0.01031	0.00069154	0.0025753	0.00024324	0.002477	0.0012129	0.00071431	0.00014497	0.00062446	0.0001037	-15982378.370
123270	0.010317	0.00068482	0.0026459	0.0002417	0.0025102	0.0012096	0.00071093	0.00013667	0.0006194	0.00010945	-15982076.720
123300	0.010281	0.00068324	0.0026263	0.0002413	0.0024487	0.0012049	0.00070792	0.00013873	0.00061638	0.00011593	-15982274.846
123330	0.010344	0.00068793	0.0025262	0.00024287	0.0024955	0.0012151	0.00071278	0.00015138	0.00062083	0.00012187	-15982301.693
123360	0.010338	0.00068834	0.0023317	0.00024303	0.0025266	0.0012115	0.00070815	0.00016386	0.00061675	0.00011752	-15982453.416
123390	0.010404	0.00069894	0.0024737	0.00024706	0.0023477	0.0012264	0.00071618	0.00016325	0.00062302	0.000121	-15981945.056
123420	0.010284	0.00070038	0.0026196	0.00024706	0.0021955	0.0012199	0.00071429	0.00015718	0.00062267	0.00013083	-15982314.083
123450	0.010311	0.00069408	0.0026357	0.00024552	0.0021189	0.0012113	0.00070604	0.00014537	0.00061376	0.00012166	-15982270.212
